author,datetype,docid,enddate,enumcron,filepath,genres,imprint,imprintdate,locnum,oclc,place,recordid,sampledas,startdate,subjects,title
"Hartley, Eugene Leonard,",s,uc1.$b447306,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b447306.basic.json.bz2,Bibliographies|NotFiction,New York|Knopf|1952.,1952,HM251.H28,547499,nyu,2857437,other,1952,"Social psychology|Psychology, Social",Fundamentals of social psychology
"Rich, Adrienne,",s,uc1.$b448780,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b448780.basic.json.bz2,Poetry|Publishers' advertisements,New York;Evanston;Harper & Row;1963,1963,PS3535.I233S6,2273381,nyu,001377252,poe,1963,,Snapshots of a daughter-in-law
"Zobarskas, Stepas,",s,uc1.$b449060,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b449060.basic.json.bz2,Fiction,New York|Voyages Press|1961,1961,PZ4.Z85Mak,1392798,nyu,008463024,fic,1961,,The maker of gods
"Stumbrs, Olafs,",s,uc1.$b449215,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b449215.basic.json.bz2,NotFiction,Chicago;A. Kalnajs;1970.,1970,PS3569.T855V3,821756,ilu,009106232,poe,1970,,Variations; poems
"Markson, David.",s,uc1.$b451140,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b451140.basic.json.bz2,Fiction,"New York|Holt, Rinehart, Winston|1970",1970,PZ4.M3476GoPS3563.A67,65745,nyu,009105160,fic,1970,,Going down
"Shaw, Howard.",s,uc1.$b451262,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b451262.basic.json.bz2,Fiction,"New York|Holt, Rinehart and Winston|1968",1968,PZ4.S5348Ke,436582,nyu,009105211,fic,1968,,Keepers of the obelisk;
"Reid, H. M. B.",s,uc1.$b463083,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b463083.basic.json.bz2,Biography|Bibliographies|NotFiction,"Glasgow|Maclehose, Jackson and Co.|1923.",1923,BX9099.R43,6888027,stk,1594295,bio,1923,University of Glasgow|Biography,The divinity professors in the University of Glasgow
"Carrera Andrade, Jorge,",s,uc1.$b463222,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b463222.basic.json.bz2,Poetry,New York|Macmillan|1946.,1946,PQ8219.C27P3 1946,1141875,nyu,001050415,poe,1946,,Secret country
"Feiner, Ruth.",s,uc1.$b468731,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b468731.basic.json.bz2,Fiction,Philadelphia|New York|J.B. Lippincott company|1942.,1942,PZ3.F321Yo,1742797,pau,9007709,fic,1942,,Young woman of Europe
"Goodacre, Hugh George,",m,uc1.$b469153,1933,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b469153.basic.json.bz2,NotFiction,London|Spink|1928-33.,1928-1933,CJ1229.G6,14698202,enk,009007922,non,1928,"Byzantine Empire|Numismatics|Coins, Byzantine",A handbook of the coinage of the Byzantine empire
"Gwynn, Stephen Lucius,",s,uc1.$b469278,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b469278.basic.json.bz2,NotFiction|Biography,"London|T. Butterworth, limited|1929",1929,CT119.G8,3659873,enk,000207408,bio,1929,Biography,Saints & scholars
"Hodell, Åke.",s,uc1.$b470390,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b470390.basic.json.bz2,Fiction,Stockholm|Rabén & Sjögren|1968.,1968,PZ4.H6862UnPR6058.O27,103798,sw ,009006958,fic,1968,,U.S.S. Pacific Ocean
"Rezzori, Gregor von.",s,uc1.$b472607,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b472607.basic.json.bz2,Fiction,"New York|Harcourt, Brace|1959",1959,PZ3.R3413Fi,1471246,nyu,009006325,fic,1959,,First meeting with the hussar
"Lothar, Ernst,",s,uc1.$b473469,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b473469.basic.json.bz2,Fiction,"Garden City, N.Y.|Doubleday, Doran & co.|1943.",1943,PT2623.O84U53,1579242,nyu,001442415,fic,1943,"World War, 1939-1945|Fiction",Beneath another sun
"Gunnarsson, Gunnar,",s,uc1.$b482219,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b482219.basic.json.bz2,Fiction,Indianapolis|New York|The Bobbs-Merrill company|c1938,1938,PT8175.G9N32,1825731,inu,001200516,fic,1938,,The night and the dream
"Heath, Neville George Clevely,",s,uc1.$b501274,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b501274.basic.json.bz2,NotFiction,London|W. Hodge|1951,1951,LAW,1668861,enk,007374181,non,1951,"Gardner, Margery Aimee Brownell|1914?-1946",The trial of Neville George Clevely Heath
"Swarup, Jagadish.",s,uc1.$b502699,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b502699.basic.json.bz2,NotFiction,Allahabad|Dandewal Pub. House|1974.,1974,LAW,1849681,ii ,7376289,other,1974,India|Law|Legislation|Interpretation and construction,Legislation and interpretation
"Lodge, Eleanor Constance,",s,uc1.$b50397,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b50397.basic.json.bz2,NotFiction,Cambridge|Cambridge University Press|1935.,1935,JN111.L6,1708820,enk,1144868,other,1935,"Great Britain|Medieval period, 1066-1485|Sources|Constitutional history","English constitutional documents, 1307-1485"
,s,uc1.$b515205,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b515205.basic.json.bz2,UnknownGenre,New York|A. S. Barnes & company|1945,1945,,1579962,nyu,001881712,non,1945,Sports,Esquire's First sports reader
"Morison, J. L.",s,uc1.$b51859,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b51859.basic.json.bz2,Biography|NotFiction,London|G. Bell|1934.,1934,DS475.2.L4M6,3906368,enk,6573731,bio,1934,"History|Sir|Lawrence, Henry Montgomery|1806-1857|British occupation, 1765-1947","Lawrence of Lucknow, 1806-1857;"
"Hallward, Norman Leslie.",s,uc1.$b51893,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b51893.basic.json.bz2,Biography|NotFiction,Cambridge [Eng.|The University press|1920.,1920,DS470.B6H3,4273023,enk,1251518,bio,1920,"Bolts, Willem|History|East India Company|1735-1808",William Bolts
"Ray, Prithwis Chandra,",s,uc1.$b52127,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b52127.basic.json.bz2,Biography|NotFiction,London|Oxford University Press|1927.,1927,DS481.D3R3,9259971,enk,1868685,bio,1927,"1870-1925|History|Politics and government|Das, Chitta Rajan|1919-1947",Life & times of C.R. Das
"Kaiser, Georg,",s,uc1.$b521816,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b521816.basic.json.bz2,Drama|Bibliographies,New York|Ungar|1963.,1963,PT2621.A33G3323,838284,nyu,001197822,dra,1963,,Gas II
"Nugent, Donald R.,",s,uc1.$b52243,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b52243.basic.json.bz2,Bibliographies|NotFiction,"New York|Americn council, Institute of Pacific relations|1936.",1936,DU29.N8,574279,nyu,1873112,other,1936,Eastern question (Far East),The Pacific area and its problems;
"Smythe, F. S.",s,uc1.$b52414,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b52414.basic.json.bz2,Autobiography|NotFiction,"London|V. Gollancz, ltd.|1932.",1932,DS486.K27S6,13602831,enk,6573997,other,1932,Mountaineering,Kamet conquered
"Franck, Harry Alverson,",s,uc1.$b52498,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b52498.basic.json.bz2,NotFiction,New York & London|The Century co.|c1923,1923,DS710.F7,586229,xx ,1267413,other,1923,Description and travel,Wandering in northern China
"Banner, Hubert Stewart.",s,uc1.$b52717,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b52717.basic.json.bz2,Fiction,"London|T. Butterworth, limited|1929",1929,DS592.B21,1688611,enk,000022921,fic,1929,Description and travel,A tropical tapestry
"Skard, Sigmund,",s,uc1.$b533936,    ,v.2,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b533936.basic.json.bz2,NotFiction,Philadelphia|University of Pennsylvania Press|1958,1958,E175.8.S65,944990,pau,000565644,non,1958,Civilization | Study and teaching,American studies in Europe;
"Joy, Charles Rhind,",s,uc1.$b53552,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b53552.basic.json.bz2,NotFiction|Biography,New York|Harper|1948,1948,BV3625.G315S35,904441,nyu,000014376,bio,1948,"Missions, Medical|1875-1965|Schweitzer, Albert",The Africa of Albert Schweitzer
,s,uc1.$b543069,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b543069.basic.json.bz2,Biography|NotFiction,Washington|Govt. print. off.|1924.,1924,E664.O75U5,6267363,dcu,775100,bio,1924,"Osborne, Henry Zenas|1848-1923",Henry Z. Osborne
,s,uc1.$b544978,    ,v.2:3,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b544978.basic.json.bz2,NotFiction,Leiden|E.J. Brill|1938.,1938,,531120,ne ,008573283,non,1938,Geography|Congresses,"Comptes rendus du Congrés international de géographie, Amsterdam, 1938"
"Golden, Harry,",s,uc1.$b548276,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b548276.basic.json.bz2,NotFiction|Biography,Cleveland|The World Publishing Co.|1964,1964,E185.61.G58,272334,ohu,000146380,bio,1964,"1917-1963|Kennedy, John F|(John Fitzgerald)|Civil rights|African Americans",Mr. Kennedy and the Negroes
,m,uc1.$b54918,1944,v. 3,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b54918.basic.json.bz2,Dictionary|NotFiction,Washington|U.S. Govt. Print. Off.|1939-44.,1939-1944,HB2595.A5 1939,2957633,dcu,6575060,other,1939,Terminology|Classification|Occupations,Dictionary of occupational titles
"Morgan, Thomas B.",s,uc1.$b55011,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b55011.basic.json.bz2,Biography|NotFiction,New York|Putnam|1946.,1946,BX4664.M6,2643684,nyu,6575100,bio,1946,Cardinals|United States|Biography,Speaking of Cardinals
"Rice, Elmer,",s,uc1.$b551359,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b551359.basic.json.bz2,Drama,New York|Coward-McCann|c1941.,1941,PS3535.I22F5 1941,1492666,nyu,001373487,dra,1941,,Flight to the west
"Heath-Stubbs, John,",s,uc1.$b551658,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b551658.basic.json.bz2,Drama,London|Oxford University Press|1958.,1958,PR6015.E24H4,364913,enk,001372943,dra,1958,,Helen in Egypt
"Repplier, Agnes,",s,uc1.$b55280,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b55280.basic.json.bz2,NotFiction|Biography,"Garden City, N.Y.|Doubleday, Doran & Company, Inc.|1931.",1931,BX4705.M36R4,1903357,nyu,000238867,bio,1931,1599-1672|Ursulines in Quebec|Marie de l'Incarnation|meÌre,Mère Marie of the Ursulines
"Hecht, Ben,",s,uc1.$b553380,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b553380.basic.json.bz2,Drama,New York|Covici-Friede|c1933,1933,PS3515.E18G7,568256,nyu,001028633,dra,1933,,The great magoo;
"Clair, Blanche,",s,uc1.$b55660,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b55660.basic.json.bz2,NotFiction,New York|London|Harper & Brothers|1939.,1939,HF5823.C53,599174,nyu,006575452,non,1939,Women|Employment|Advertising,Advertising careers for women;
"Boardman, Ruby.",s,uc1.$b55863,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b55863.basic.json.bz2,Poetry,Paris|Imprimerie Universelle|1924.,1924,PS3503.O14,21701206,fr ,010109889,poe,1924,,Verses
"Ince, Richard Basil,",s,uc1.$b55988,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b55988.basic.json.bz2,Bibliographies|NotFiction|Biography,London|G. Richards and H. Toulmin at the Cayme press limited|1929,1929,PR583.I6,3314108,enk,000160844,bio,1929,"Calverley, Charles Stuart|1831-1884|Literary associations|University of Cambridge",Calverley and some Cambridge wits of the nineteenth century
"Jast, L. Stanley",s,uc1.$b56131,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b56131.basic.json.bz2,NotFiction,London;Grafton & Co.;1934.,1934,PR6019.A8S5 1934,9627513,enk,006575684,dra,1934,Shahjahan|ca. 1592-1666|Emperor of India|Drama,Shah Jahan;
"Powers, Paul S.",s,uc1.$b56168,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b56168.basic.json.bz2,Fiction,New York|Macmillian|1949.,1949,,4819072,nyu,006575707,fic,1949,Fiction|Frontier and pioneer life|Arizona|Physicians,Doc Dillahay
"Perry, George Sessions,",s,uc1.$b56214,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b56214.basic.json.bz2,NotFiction,New York|The Viking press|1944.,1944,PZ3.P43255Hac,1499446,nyu,006575739,non,1944,,Hackberry cavalier
"Perry, George Sessions,",s,uc1.$b56215,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b56215.basic.json.bz2,Fiction,New York|Viking|1941.,1941,PZ3.P48255Ho,991110,nyu,001376485,non,1941,,Hold autumn in your hand
"Adamic, Louis,",s,uc1.$b56276,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b56276.basic.json.bz2,Fiction,New York|London|Harper & brothers|1935.,1935,PZ3.A197Gr,1078050,nyu,000386779,fic,1935,,Grandsons;
"Aldington, Richard,",s,uc1.$b56282,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b56282.basic.json.bz2,Fiction,New York|Viking|1939.,1939,PZ3.A3632Re,9460917,nyu,000382838,fic,1939,,Rejected guest
"Appel, Benjamin,",s,uc1.$b56295,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b56295.basic.json.bz2,Fiction,"New York|E. P. Dutton & company, inc.|1937.",1937,PZ3.A6485Ru,1709247,nyu,002583844,fic,1937,,Runaround
"Dane, Clemence.",s,uc1.$b56300,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b56300.basic.json.bz2,Fiction,"New York|Doubleday, Doran and Co., Inc.|1939.",1939,,5735109,nyu,006575793,fic,1939,,The arrogant history of White Ben
"Dane, Clemence.",s,uc1.$b56301,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b56301.basic.json.bz2,Fiction,"Garden City, N.Y.|Doubleday, Doran & Company, Inc.|1931.",1931,PZ3.A8286Br2,1088999,nyu,000449039,fic,1931,,Broome stages
"Cannon, LeGrand,",s,uc1.$b56351,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b56351.basic.json.bz2,Fiction,New York|Henry Holt and Company|1942,1942,,2048977,nyu,006575824,non,1942,Fiction,Look to the mountain
"Castor, Henry,",s,uc1.$b56354,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b56354.basic.json.bz2,Fiction,"Garden City, New York|Doubleday|1950.",1950,PZ3.C2818Ye,1428007,nyu,006575827,fic,1950,,The year of the Spaniard
"(Robert Joseph), Casey, Robert J.",s,uc1.$b56373,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b56373.basic.json.bz2,Fiction,Indianapolis|Bobbs-Merrill|c1934.,1934,PZ3.C26827Th,2659260,inu,006575841,fic,1934,,The third owl;
"Child, Nellise.",s,uc1.$b56379,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b56379.basic.json.bz2,Fiction,"Garden City, N.Y.|Doubleday, Doran & co.|1941.",1941,,4924286,nyu,6575847,fic,1941,,Wolf on the fold
"Connor, Elizabeth.",s,uc1.$b56406,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b56406.basic.json.bz2,Fiction,New York|London|D. Appleton-Century|1937.,1937,PZ3.C76316No,23150083,nyu,000123175,fic,1937,,No house of peace
"Coon, Carleton S. (Carleton Stevens),",s,uc1.$b56409,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b56409.basic.json.bz2,Fiction,"New York, W. Morrow & company|1932.",1932,PZ3.C7825Fl,4751841,nyu,000668948,fic,1932,"Rif Revolt, 1921-1926|Fiction|Berbers",Flesh of the wild ox;
"Corey, Paul,",s,uc1.$b56414,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b56414.basic.json.bz2,Fiction,Indianapolis|Bobbs-Merrill|c1941.,1941,PZ3.C8127Co,3305850,inu,006575871,fic,1941,,County seat
"Crabb, Alfred Leland,",s,uc1.$b56435,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b56435.basic.json.bz2,Fiction,"Indianapolis, New York|The Bobbs-Merrill company|c1943",1943,PZ3.C8399Su,1428311,inu,000395113,fic,1943,"Fiction|Reconstruction (U.S. history, 1865-1877)",Supper at the Maxwell house
"Cross, John Keir.",s,uc1.$b56446,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b56446.basic.json.bz2,Fiction,"Philadelphia, New York|J.B. Lippincott company|1946",1946,PZ3.C88244Ot3,1133715,xx ,006575896,fic,1946,,The other passenger
"De Sherbinin, Betty,",s,uc1.$b56485,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b56485.basic.json.bz2,Fiction,New York|W. Morrow & company|1945.,1945,PZ3.D4575By,1710337,nyu,6575924,fic,1945,,By bread alone
"(Robert Luther), Duffus, R. L.",s,uc1.$b56510,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b56510.basic.json.bz2,Fiction,New York|Macmillan|1936.,1936,,2745646,nyu,006575943,fic,1936,,The sky but not the heart;
"Ethridge, Willie Snow.",r,uc1.$b56543,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b56543.basic.json.bz2,Fiction,New York|The Macmillan Company|1938.,1938,PZ3.E816Mi,1348250,nyu,006575967,fic,1938,,Mingled yarn
"Fisher, Vardis,",s,uc1.$b56563,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b56563.basic.json.bz2,Fiction,"Caldwell,Id.|Caxton|and New York|Doubleday, Doran|1936.",1936,,6059727,idu,006575984,fic,1936,,No villain need be
"Fletcher, Inglis,",s,uc1.$b56574,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b56574.basic.json.bz2,Fiction,Indianapolis|New York|The Bobbs-Merrill Co.|1946,1946,PZ3.F6336To,1433986,inu,006575995,non,1946,Revolution|History | Fiction,Toil of the brave
"Forbes, Esther,",s,uc1.$b56580,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b56580.basic.json.bz2,Fiction,"New York|Harcourt, Brace|c1938.",1938,,300521,nyu,003318607,fic,1938,,The general's lady
"Freedman, Benedict.",s,uc1.$b56584,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b56584.basic.json.bz2,Fiction,"New York|Coward-McCann, inc.|1947",1947,PZ3.F87567Mi,225942,nyu,001028553,non,1947,"Flannigan, Katherine Mary O'Fallon|Fiction",Mrs. Mike
"Frey, Ruby Frazier Parsons.",s,uc1.$b56587,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b56587.basic.json.bz2,Fiction,New York|G. P. Putnam's Sons|1946,1946,PZ3.F8985Re,656220,nyu,006576004,fic,1946,"Fiction|History|French and Indian War, 1755-1763",Red morning
"Harrison, Samuel Bertram.",s,uc1.$b56620,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b56620.basic.json.bz2,Fiction,"Garden City, N. Y.|Doubleday|1950.",1950,PZ3.H2474Wh,1808447,nyu,006576023,fic,1950,"Fiction|1803-1873|Judd, Gerrit Parmalee",The White King
"Hawkins, John,",s,uc1.$b56631,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b56631.basic.json.bz2,NotFiction,New York|Dutton|1944.,1944,,6903773,xx ,006576032,non,1944,,Devil on his trail
"Hervey, Harry,",s,uc1.$b56653,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b56653.basic.json.bz2,Fiction,New York|Putnam|c1941,1941,PZ3.H4457Sc,1823518,nyu,006576049,fic,1941,,School for eternity
"Gibbs-Smith, Charles Harvard,",r,uc1.$b56684,1953,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b56684.basic.json.bz2,Fiction,New York|Viking Press|1954 [c1953,1954,PZ4.G444Car,1802683,nyu,006576077,fic,1954,,The Caroline affair
"Sugden, Edward H.",s,uc1.$b567090,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b567090.basic.json.bz2,UnknownGenre,"Sydney, Australia|Angus & Robertson, ltd.|1931.",1931,,21174798,at ,1873251,other,1931,,George Swinburne
"(Cornelius Warren), Grafton, C. W.",s,uc1.$b56717,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b56717.basic.json.bz2,NotFiction,"New York|Toronto|Rinehart and Company, Inc.|c1947.",1947,PZ3.G7549My,1810715,nyu,006576104,non,1947,,My name is Christopher Nagel
"Greenwood, Edwin.",s,uc1.$b56735,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b56735.basic.json.bz2,Fiction,"Garden City, N.Y.|Doubleday, Doran & company, inc.|1935.",1935,PZ3.G8563Fai,4559297,nyu,000244756,fic,1935,,The fair devil
"Gregory, Jackson,",s,uc1.$b56744,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b56744.basic.json.bz2,Fiction,"New York|Dodd, Mead|c1930",1930,,7847852,nyu,006576128,fic,1930,,The trail to paradise
"Griswold, Francis,",s,uc1.$b56746,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b56746.basic.json.bz2,Fiction,New York|Grosset & Dunlap|c1930.,1930,,9227411,nyu,006576130,fic,1930,,The tides of Malvern
